instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month_idn,weth_idn
13621,2012-07-26,3,1,7,17.0,0,4,1,1,0.9,0.8636,0.45,0.4179,110,628,738,Jul,Cerah
13622,2012-07-26,3,1,7,18.0,0,4,1,1,0.92,0.8788,0.4,0.3582,73,615,688,Jul,Cerah
13623,2012-07-26,3,1,7,19.0,0,4,1,1,0.9,0.8636,0.45,0.3284,80,534,614,Jul,Cerah
13624,2012-07-26,3,1,7,20.0,0,4,1,1,0.86,0.8182,0.5,0.2537,47,399,446,Jul,Cerah
13625,2012-07-26,3,1,7,21.0,0,4,1,1,0.8,0.7424,0.49,0.6119,35,236,271,Jul,Cerah
13626,2012-07-26,3,1,7,22.0,0,4,1,1,0.8,0.7424,0.49,0.6119,33,201,234,Jul,Cerah
13627,2012-07-26,3,1,7,23.0,0,4,1,1,0.72,0.6818,0.7,0.1343,18,127,145,Jul,Cerah
13628,2012-07-27,3,1,7,0.0,0,5,1,1,0.72,0.6818,0.7,0.0,14,83,97,Jul,Cerah
13629,2012-07-27,3,1,7,1.0,0,5,1,1,0.72,0.6818,0.7,0.1045,12,42,54,Jul,Cerah
13630,2012-07-27,3,1,7,2.0,0,5,1,1,0.7,0.6667,0.79,0.1343,8,18,26,Jul,Cerah
13631,2012-07-27,3,1,7,3.0,0,5,1,1,0.7,0.6667,0.74,0.1642,3,9,12,Jul,Cerah
13632,2012-07-27,3,1,7,4.0,0,5,1,1,0.7,0.6667,0.79,0.0,3,5,8,Jul,Cerah
13633,2012-07-27,3,1,7,5.0,0,5,1,1,0.7,0.6667,0.84,0.0,3,34,37,Jul,Cerah
13634,2012-07-27,3,1,7,6.0,0,5,1,1,0.7,0.6667,0.79,0.0,10,129,139,Jul,Cerah
13635,2012-07-27,3,1,7,7.0,0,5,1,1,0.72,0.6818,0.7,0.194,13,397,410,Jul,Cerah
13636,2012-07-27,3,1,7,8.0,0,5,1,1,0.76,0.7273,0.66,0.0896,34,642,676,Jul,Cerah
13637,2012-07-27,3,1,7,9.0,0,5,1,1,0.82,0.7727,0.49,0.2836,34,329,363,Jul,Cerah
13638,2012-07-27,3,1,7,10.0,0,5,1,1,0.84,0.7727,0.47,0.0,85,146,231,Jul,Cerah
13639,2012-07-27,3,1,7,11.0,0,5,1,1,0.84,0.7727,0.47,0.3284,67,184,251,Jul,Cerah
13640,2012-07-27,3,1,7,12.0,0,5,1,1,0.84,0.7879,0.49,0.3582,92,207,299,Jul,Cerah
13641,2012-07-27,3,1,7,13.0,0,5,1,1,0.84,0.7727,0.47,0.2836,83,231,314,Jul,Cerah
13642,2012-07-27,3,1,7,14.0,0,5,1,1,0.86,0.803,0.47,0.2985,105,221,326,Jul,Cerah
13643,2012-07-27,3,1,7,15.0,0,5,1,1,0.86,0.7879,0.41,0.2239,81,242,323,Jul,Cerah
13644,2012-07-27,3,1,7,16.0,0,5,1,1,0.84,0.7727,0.47,0.2239,80,419,499,Jul,Cerah
13645,2012-07-27,3,1,7,17.0,0,5,1,1,0.86,0.7879,0.41,0.2836,101,598,699,Jul,Cerah
13646,2012-07-27,3,1,7,18.0,0,5,1,1,0.82,0.7576,0.46,0.1642,100,522,622,Jul,Cerah
13647,2012-07-27,3,1,7,19.0,0,5,1,1,0.82,0.7727,0.52,0.194,93,423,516,Jul,Cerah
13648,2012-07-27,3,1,7,20.0,0,5,1,1,0.78,0.7424,0.59,0.1045,85,269,354,Jul,Cerah
13649,2012-07-27,3,1,7,21.0,0,5,1,1,0.78,0.7424,0.59,0.1045,71,189,260,Jul,Cerah
13650,2012-07-27,3,1,7,22.0,0,5,1,1,0.78,0.7424,0.59,0.1343,48,151,199,Jul,Cerah
13651,2012-07-27,3,1,7,23.0,0,5,1,1,0.76,0.7273,0.66,0.0,34,155,189,Jul,Cerah
13652,2012-07-28,3,1,7,0.0,0,6,0,1,0.74,0.6818,0.62,0.1343,21,170,191,Jul,Cerah
13653,2012-07-28,3,1,7,1.0,0,6,0,1,0.72,0.6818,0.7,0.0896,11,69,80,Jul,Cerah
13654,2012-07-28,3,1,7,2.0,0,6,0,1,0.72,0.6818,0.7,0.0,14,76,90,Jul,Cerah
13655,2012-07-28,3,1,7,3.0,0,6,0,1,0.72,0.6818,0.7,0.0,10,33,43,Jul,Cerah
13656,2012-07-28,3,1,7,4.0,0,6,0,1,0.7,0.6667,0.79,0.194,1,10,11,Jul,Cerah
13657,2012-07-28,3,1,7,5.0,0,6,0,1,0.68,0.6364,0.79,0.1642,4,10,14,Jul,Cerah
13658,2012-07-28,3,1,7,6.0,0,6,0,1,0.7,0.6515,0.7,0.1045,10,40,50,Jul,Cerah
13659,2012-07-28,3,1,7,7.0,0,6,0,1,0.72,0.6818,0.7,0.1343,18,58,76,Jul,Cerah
13660,2012-07-28,3,1,7,8.0,0,6,0,1,0.74,0.697,0.66,0.1642,36,127,163,Jul,Cerah
13661,2012-07-28,3,1,7,9.0,0,6,0,1,0.78,0.7424,0.59,0.1045,110,227,337,Jul,Cerah
13662,2012-07-28,3,1,7,10.0,0,6,0,1,0.82,0.7727,0.52,0.2239,129,266,395,Jul,Cerah
13663,2012-07-28,3,1,7,11.0,0,6,0,1,0.84,0.7424,0.39,0.2239,162,295,457,Jul,Cerah
13664,2012-07-28,3,1,7,12.0,0,6,0,1,0.84,0.7576,0.41,0.2239,157,330,487,Jul,Cerah
13665,2012-07-28,3,1,7,13.0,0,6,0,1,0.86,0.7879,0.41,0.2836,173,325,498,Jul,Cerah
13666,2012-07-28,3,1,7,14.0,0,6,0,1,0.86,0.7727,0.39,0.2537,186,308,494,Jul,Cerah
13667,2012-07-28,3,1,7,15.0,0,6,0,1,0.88,0.7727,0.32,0.2836,206,291,497,Jul,Cerah
13668,2012-07-28,3,1,7,16.0,0,6,0,1,0.86,0.7727,0.39,0.2239,208,279,487,Jul,Cerah
13669,2012-07-28,3,1,7,17.0,0,6,0,1,0.82,0.7576,0.46,0.194,199,280,479,Jul,Cerah
13670,2012-07-28,3,1,7,18.0,0,6,0,1,0.82,0.7424,0.43,0.2836,151,330,481,Jul,Cerah
13671,2012-07-28,3,1,7,19.0,0,6,0,1,0.68,0.6364,0.83,0.0,115,223,338,Jul,Cerah
13672,2012-07-28,3,1,7,20.0,0,6,0,1,0.66,0.6061,0.83,0.2239,79,154,233,Jul,Cerah
13673,2012-07-28,3,1,7,21.0,0,6,0,1,0.66,0.6061,0.78,0.0896,94,206,300,Jul,Cerah
13674,2012-07-28,3,1,7,22.0,0,6,0,1,0.66,0.6061,0.78,0.0896,88,188,276,Jul,Cerah
13675,2012-07-28,3,1,7,23.0,0,6,0,1,0.66,0.6061,0.83,0.0896,52,156,208,Jul,Cerah
13676,2012-07-29,3,1,7,0.0,0,0,0,1,0.66,0.5909,0.89,0.1343,59,129,188,Jul,Cerah
13677,2012-07-29,3,1,7,1.0,0,0,0,1,0.66,0.6061,0.83,0.1045,49,109,158,Jul,Cerah
13678,2012-07-29,3,1,7,2.0,0,0,0,1,0.66,0.6212,0.74,0.1343,33,79,112,Jul,Cerah
13679,2012-07-29,3,1,7,3.0,0,0,0,1,0.66,0.6212,0.69,0.2239,18,37,55,Jul,Cerah
13680,2012-07-29,3,1,7,4.0,0,0,0,1,0.64,0.6061,0.69,0.194,2,11,13,Jul,Cerah
13681,2012-07-29,3,1,7,5.0,0,0,0,1,0.62,0.5909,0.78,0.194,3,14,17,Jul,Cerah
13682,2012-07-29,3,1,7,6.0,0,0,0,1,0.64,0.6061,0.73,0.1642,6,12,18,Jul,Cerah
13683,2012-07-29,3,1,7,7.0,0,0,0,1,0.66,0.6212,0.69,0.2537,4,36,40,Jul,Cerah
13684,2012-07-29,3,1,7,8.0,0,0,0,1,0.7,0.6515,0.65,0.2239,37,90,127,Jul,Cerah
13685,2012-07-29,3,1,7,9.0,0,0,0,1,0.72,0.6818,0.62,0.2537,64,162,226,Jul,Cerah
13686,2012-07-29,3,1,7,10.0,0,0,0,1,0.74,0.6818,0.62,0.0,123,258,381,Jul,Cerah
13687,2012-07-29,3,1,7,11.0,0,0,0,1,0.76,0.697,0.55,0.2239,183,326,509,Jul,Cerah
13688,2012-07-29,3,1,7,12.0,0,0,0,1,0.76,0.697,0.55,0.3284,154,357,511,Jul,Cerah
13689,2012-07-29,3,1,7,13.0,0,0,0,1,0.8,0.7424,0.49,0.2239,181,302,483,Jul,Cerah
13690,2012-07-29,3,1,7,14.0,0,0,0,1,0.8,0.7273,0.46,0.194,231,291,522,Jul,Cerah
13691,2012-07-29,3,1,7,15.0,0,0,0,1,0.8,0.7273,0.43,0.1343,195,306,501,Jul,Cerah
13692,2012-07-29,3,1,7,16.0,0,0,0,1,0.8,0.7273,0.43,0.1343,191,330,521,Jul,Cerah
13693,2012-07-29,3,1,7,17.0,0,0,0,1,0.82,0.7424,0.41,0.1642,164,367,531,Jul,Cerah
13694,2012-07-29,3,1,7,18.0,0,0,0,1,0.8,0.7121,0.41,0.2985,117,302,419,Jul,Cerah
13695,2012-07-29,3,1,7,19.0,0,0,0,1,0.76,0.697,0.55,0.1642,143,300,443,Jul,Cerah
13696,2012-07-29,3,1,7,20.0,0,0,0,1,0.74,0.697,0.66,0.1045,75,228,303,Jul,Cerah
13697,2012-07-29,3,1,7,21.0,0,0,0,1,0.72,0.6818,0.7,0.1343,72,199,271,Jul,Cerah
13698,2012-07-29,3,1,7,22.0,0,0,0,1,0.7,0.6515,0.7,0.1045,31,117,148,Jul,Cerah
13699,2012-07-29,3,1,7,23.0,0,0,0,1,0.7,0.6515,0.7,0.0,18,82,100,Jul,Cerah
13700,2012-07-30,3,1,7,0.0,0,1,1,1,0.7,0.6667,0.74,0.0896,12,46,58,Jul,Cerah
13701,2012-07-30,3,1,7,1.0,0,1,1,1,0.7,0.6667,0.74,0.0,4,15,19,Jul,Cerah
13702,2012-07-30,3,1,7,2.0,0,1,1,1,0.68,0.6364,0.74,0.0,2,6,8,Jul,Cerah
13703,2012-07-30,3,1,7,3.0,0,1,1,1,0.66,0.6061,0.83,0.0,0,3,3,Jul,Cerah
13704,2012-07-30,3,1,7,4.0,0,1,1,1,0.66,0.6061,0.83,0.0,0,5,5,Jul,Cerah
13705,2012-07-30,3,1,7,5.0,0,1,1,1,0.66,0.6061,0.83,0.1045,4,43,47,Jul,Cerah
13706,2012-07-30,3,1,7,6.0,0,1,1,1,0.66,0.6061,0.83,0.1642,6,155,161,Jul,Cerah
13707,2012-07-30,3,1,7,7.0,0,1,1,1,0.7,0.6667,0.79,0.0896,14,455,469,Jul,Cerah
13708,2012-07-30,3,1,7,8.0,0,1,1,2,0.72,0.697,0.74,0.1045,31,720,751,Jul,Cerah Berawan
13709,2012-07-30,3,1,7,9.0,0,1,1,2,0.74,0.697,0.7,0.0,34,259,293,Jul,Cerah Berawan
13710,2012-07-30,3,1,7,10.0,0,1,1,2,0.74,0.697,0.66,0.2239,54,135,189,Jul,Cerah Berawan
13711,2012-07-30,3,1,7,11.0,0,1,1,2,0.78,0.7273,0.55,0.1343,69,146,215,Jul,Cerah Berawan
13712,2012-07-30,3,1,7,12.0,0,1,1,2,0.76,0.7121,0.58,0.1045,77,201,278,Jul,Cerah Berawan
13713,2012-07-30,3,1,7,13.0,0,1,1,1,0.8,0.7424,0.49,0.1642,57,169,226,Jul,Cerah
13714,2012-07-30,3,1,7,14.0,0,1,1,1,0.8,0.7424,0.49,0.2239,87,167,254,Jul,Cerah
13715,2012-07-30,3,1,7,15.0,0,1,1,1,0.8,0.7424,0.49,0.2537,51,185,236,Jul,Cerah
13716,2012-07-30,3,1,7,16.0,0,1,1,1,0.8,0.7424,0.49,0.2836,88,337,425,Jul,Cerah
13717,2012-07-30,3,1,7,17.0,0,1,1,1,0.76,0.697,0.55,0.3284,62,765,827,Jul,Cerah
13718,2012-07-30,3,1,7,18.0,0,1,1,1,0.76,0.7121,0.58,0.4179,77,735,812,Jul,Cerah
13719,2012-07-30,3,1,7,19.0,0,1,1,1,0.82,0.7727,0.52,0.1642,81,584,665,Jul,Cerah
13720,2012-07-30,3,1,7,20.0,0,1,1,1,0.72,0.6818,0.7,0.2239,78,384,462,Jul,Cerah
13721,2012-07-30,3,1,7,21.0,0,1,1,1,0.72,0.6818,0.7,0.194,71,251,322,Jul,Cerah
13722,2012-07-30,3,1,7,22.0,0,1,1,2,0.7,0.6667,0.74,0.2239,47,183,230,Jul,Cerah Berawan
13723,2012-07-30,3,1,7,23.0,0,1,1,1,0.7,0.6667,0.74,0.194,34,116,150,Jul,Cerah
13724,2012-07-31,3,1,7,0.0,0,2,1,1,0.68,0.6364,0.79,0.1343,11,27,38,Jul,Cerah
13725,2012-07-31,3,1,7,1.0,0,2,1,1,0.66,0.6061,0.83,0.1343,3,18,21,Jul,Cerah
13726,2012-07-31,3,1,7,2.0,0,2,1,1,0.66,0.6061,0.83,0.1343,0,8,8,Jul,Cerah
13727,2012-07-31,3,1,7,3.0,0,2,1,1,0.66,0.6061,0.83,0.0896,1,5,6,Jul,Cerah
13728,2012-07-31,3,1,7,4.0,0,2,1,1,0.66,0.6061,0.83,0.0896,0,6,6,Jul,Cerah
13729,2012-07-31,3,1,7,5.0,0,2,1,1,0.66,0.6061,0.83,0.1642,5,40,45,Jul,Cerah
13730,2012-07-31,3,1,7,6.0,0,2,1,1,0.64,0.5758,0.89,0.1642,2,192,194,Jul,Cerah
13731,2012-07-31,3,1,7,7.0,0,2,1,1,0.68,0.6364,0.83,0.2239,21,492,513,Jul,Cerah
13732,2012-07-31,3,1,7,8.0,0,2,1,1,0.7,0.6667,0.79,0.1343,30,730,760,Jul,Cerah
13733,2012-07-31,3,1,7,9.0,0,2,1,1,0.72,0.6818,0.7,0.1045,31,302,333,Jul,Cerah
13734,2012-07-31,3,1,7,10.0,0,2,1,1,0.72,0.6818,0.66,0.0,73,154,227,Jul,Cerah
13735,2012-07-31,3,1,7,11.0,0,2,1,1,0.76,0.7121,0.58,0.0,54,170,224,Jul,Cerah
13736,2012-07-31,3,1,7,12.0,0,2,1,1,0.8,0.7273,0.46,0.0,50,198,248,Jul,Cerah
13737,2012-07-31,3,1,7,13.0,0,2,1,1,0.8,0.7576,0.55,0.2836,69,219,288,Jul,Cerah
13738,2012-07-31,3,1,7,14.0,0,2,1,1,0.8,0.7576,0.55,0.2836,72,188,260,Jul,Cerah
13739,2012-07-31,3,1,7,15.0,0,2,1,1,0.76,0.7121,0.62,0.1343,29,115,144,Jul,Cerah
13740,2012-07-31,3,1,7,16.0,0,2,1,1,0.76,0.7121,0.58,0.2239,66,336,402,Jul,Cerah
13741,2012-07-31,3,1,7,17.0,0,2,1,1,0.78,0.7121,0.52,0.2239,94,726,820,Jul,Cerah
13742,2012-07-31,3,1,7,18.0,0,2,1,1,0.76,0.697,0.55,0.2836,99,758,857,Jul,Cerah
13743,2012-07-31,3,1,7,19.0,0,2,1,3,0.74,0.6818,0.62,0.3582,90,524,614,Jul,Mendung
13744,2012-07-31,3,1,7,20.0,0,2,1,3,0.7,0.6515,0.7,0.194,55,397,452,Jul,Mendung
13745,2012-07-31,3,1,7,21.0,0,2,1,1,0.68,0.6364,0.79,0.194,60,292,352,Jul,Cerah
13746,2012-07-31,3,1,7,22.0,0,2,1,1,0.68,0.6364,0.74,0.2537,33,224,257,Jul,Cerah
13747,2012-07-31,3,1,7,23.0,0,2,1,2,0.66,0.6061,0.83,0.1642,20,127,147,Jul,Cerah Berawan
13748,2012-08-01,3,1,8,0.0,0,3,1,1,0.68,0.6364,0.79,0.1642,3,44,47,Aug,Cerah
13749,2012-08-01,3,1,8,1.0,0,3,1,1,0.66,0.6061,0.83,0.0896,5,28,33,Aug,Cerah
13750,2012-08-01,3,1,8,2.0,0,3,1,1,0.64,0.5758,0.83,0.1045,0,13,13,Aug,Cerah
13751,2012-08-01,3,1,8,3.0,0,3,1,1,0.64,0.5758,0.83,0.1045,0,7,7,Aug,Cerah
13752,2012-08-01,3,1,8,4.0,0,3,1,2,0.64,0.5909,0.78,0.1343,1,3,4,Aug,Cerah Berawan
13753,2012-08-01,3,1,8,5.0,0,3,1,2,0.64,0.5909,0.78,0.1343,3,46,49,Aug,Cerah Berawan
13754,2012-08-01,3,1,8,6.0,0,3,1,1,0.64,0.5909,0.78,0.1343,6,179,185,Aug,Cerah
13755,2012-08-01,3,1,8,7.0,0,3,1,2,0.64,0.5758,0.83,0.1343,19,468,487,Aug,Cerah Berawan
13756,2012-08-01,3,1,8,8.0,0,3,1,2,0.66,0.6061,0.78,0.194,32,649,681,Aug,Cerah Berawan
13757,2012-08-01,3,1,8,9.0,0,3,1,2,0.68,0.6364,0.74,0.0896,34,316,350,Aug,Cerah Berawan
13758,2012-08-01,3,1,8,10.0,0,3,1,1,0.72,0.6818,0.66,0.0896,61,175,236,Aug,Cerah
13759,2012-08-01,3,1,8,11.0,0,3,1,1,0.76,0.7121,0.58,0.0896,54,180,234,Aug,Cerah
13760,2012-08-01,3,1,8,12.0,0,3,1,1,0.8,0.7424,0.49,0.1045,75,209,284,Aug,Cerah
13761,2012-08-01,3,1,8,13.0,0,3,1,1,0.8,0.7424,0.52,0.1642,59,221,280,Aug,Cerah
13762,2012-08-01,3,1,8,14.0,0,3,1,1,0.82,0.7576,0.46,0.1642,88,175,263,Aug,Cerah
13763,2012-08-01,3,1,8,15.0,0,3,1,1,0.82,0.7576,0.46,0.1642,89,206,295,Aug,Cerah
13764,2012-08-01,3,1,8,16.0,0,3,1,1,0.8,0.7576,0.55,0.2836,93,386,479,Aug,Cerah
13765,2012-08-01,3,1,8,17.0,0,3,1,1,0.8,0.7424,0.49,0.1642,103,734,837,Aug,Cerah
13766,2012-08-01,3,1,8,18.0,0,3,1,3,0.76,0.7121,0.62,0.2239,105,786,891,Aug,Mendung
13767,2012-08-01,3,1,8,19.0,0,3,1,1,0.74,0.697,0.66,0.2537,88,564,652,Aug,Cerah
13768,2012-08-01,3,1,8,20.0,0,3,1,1,0.74,0.697,0.66,0.1642,65,448,513,Aug,Cerah
13769,2012-08-01,3,1,8,21.0,0,3,1,1,0.72,0.6818,0.7,0.1343,36,284,320,Aug,Cerah
13770,2012-08-01,3,1,8,22.0,0,3,1,1,0.72,0.6818,0.7,0.1045,37,251,288,Aug,Cerah
13771,2012-08-01,3,1,8,23.0,0,3,1,1,0.7,0.6667,0.74,0.0,18,134,152,Aug,Cerah
13772,2012-08-02,3,1,8,0.0,0,4,1,1,0.7,0.6667,0.74,0.0,8,55,63,Aug,Cerah
13773,2012-08-02,3,1,8,1.0,0,4,1,1,0.68,0.6364,0.79,0.1045,6,36,42,Aug,Cerah
13774,2012-08-02,3,1,8,2.0,0,4,1,1,0.66,0.6061,0.83,0.0896,3,8,11,Aug,Cerah
13775,2012-08-02,3,1,8,3.0,0,4,1,1,0.66,0.6061,0.83,0.0,0,6,6,Aug,Cerah
13776,2012-08-02,3,1,8,4.0,0,4,1,1,0.66,0.6061,0.83,0.0,0,9,9,Aug,Cerah
13777,2012-08-02,3,1,8,5.0,0,4,1,1,0.66,0.5909,0.89,0.1343,4,37,41,Aug,Cerah
13778,2012-08-02,3,1,8,6.0,0,4,1,1,0.66,0.6061,0.83,0.0,6,177,183,Aug,Cerah
13779,2012-08-02,3,1,8,7.0,0,4,1,1,0.7,0.6667,0.79,0.0,21,452,473,Aug,Cerah
13780,2012-08-02,3,1,8,8.0,0,4,1,1,0.72,0.697,0.74,0.1045,21,718,739,Aug,Cerah
13781,2012-08-02,3,1,8,9.0,0,4,1,1,0.76,0.7273,0.66,0.1045,31,312,343,Aug,Cerah
13782,2012-08-02,3,1,8,10.0,0,4,1,1,0.8,0.7576,0.55,0.0,51,130,181,Aug,Cerah
13783,2012-08-02,3,1,8,11.0,0,4,1,1,0.82,0.7727,0.52,0.1045,59,167,226,Aug,Cerah
13784,2012-08-02,3,1,8,12.0,0,4,1,1,0.84,0.7576,0.44,0.1343,56,230,286,Aug,Cerah
13785,2012-08-02,3,1,8,13.0,0,4,1,1,0.86,0.7879,0.44,0.2239,98,212,310,Aug,Cerah
13786,2012-08-02,3,1,8,14.0,0,4,1,1,0.86,0.7879,0.41,0.1343,54,171,225,Aug,Cerah
13787,2012-08-02,3,1,8,15.0,0,4,1,1,0.78,0.7424,0.62,0.4627,68,202,270,Aug,Cerah
13788,2012-08-02,3,1,8,16.0,0,4,1,1,0.82,0.7576,0.46,0.194,71,335,406,Aug,Cerah
13789,2012-08-02,3,1,8,17.0,0,4,1,1,0.82,0.7727,0.52,0.2537,90,775,865,Aug,Cerah
13790,2012-08-02,3,1,8,18.0,0,4,1,1,0.8,0.7727,0.59,0.2239,86,681,767,Aug,Cerah
13791,2012-08-02,3,1,8,19.0,0,4,1,1,0.8,0.7879,0.63,0.1642,98,509,607,Aug,Cerah
13792,2012-08-02,3,1,8,20.0,0,4,1,1,0.78,0.7576,0.66,0.0,51,376,427,Aug,Cerah
13793,2012-08-02,3,1,8,21.0,0,4,1,1,0.76,0.7273,0.66,0.2239,41,301,342,Aug,Cerah
13794,2012-08-02,3,1,8,22.0,0,4,1,1,0.74,0.697,0.7,0.194,35,227,262,Aug,Cerah
13795,2012-08-02,3,1,8,23.0,0,4,1,1,0.72,0.6818,0.7,0.2537,25,152,177,Aug,Cerah
13796,2012-08-03,3,1,8,0.0,0,5,1,1,0.72,0.6818,0.7,0.194,15,56,71,Aug,Cerah
13797,2012-08-03,3,1,8,1.0,0,5,1,1,0.7,0.6667,0.74,0.194,11,32,43,Aug,Cerah
13798,2012-08-03,3,1,8,2.0,0,5,1,1,0.68,0.6364,0.79,0.2239,0,14,14,Aug,Cerah
13799,2012-08-03,3,1,8,3.0,0,5,1,1,0.68,0.6364,0.79,0.2239,1,5,6,Aug,Cerah
13800,2012-08-03,3,1,8,4.0,0,5,1,1,0.66,0.6061,0.83,0.2537,1,11,12,Aug,Cerah
13801,2012-08-03,3,1,8,5.0,0,5,1,1,0.66,0.6061,0.83,0.1642,2,35,37,Aug,Cerah
13802,2012-08-03,3,1,8,6.0,0,5,1,1,0.66,0.6061,0.83,0.2239,5,158,163,Aug,Cerah
13803,2012-08-03,3,1,8,7.0,0,5,1,1,0.7,0.6667,0.74,0.1045,25,396,421,Aug,Cerah
13804,2012-08-03,3,1,8,8.0,0,5,1,1,0.72,0.6818,0.7,0.1343,32,636,668,Aug,Cerah
13805,2012-08-03,3,1,8,9.0,0,5,1,2,0.74,0.697,0.66,0.1045,69,327,396,Aug,Cerah Berawan
13806,2012-08-03,3,1,8,10.0,0,5,1,2,0.8,0.7424,0.52,0.194,82,167,249,Aug,Cerah Berawan
13807,2012-08-03,3,1,8,11.0,0,5,1,2,0.84,0.7879,0.49,0.2836,77,186,263,Aug,Cerah Berawan
13808,2012-08-03,3,1,8,12.0,0,5,1,2,0.86,0.8182,0.5,0.2985,95,243,338,Aug,Cerah Berawan
13809,2012-08-03,3,1,8,13.0,0,5,1,2,0.86,0.803,0.47,0.2836,98,247,345,Aug,Cerah Berawan
13810,2012-08-03,3,1,8,14.0,0,5,1,2,0.86,0.7879,0.44,0.2537,102,229,331,Aug,Cerah Berawan
13811,2012-08-03,3,1,8,15.0,0,5,1,1,0.88,0.8182,0.42,0.2537,112,268,380,Aug,Cerah
13812,2012-08-03,3,1,8,16.0,0,5,1,2,0.86,0.7879,0.41,0.2239,112,380,492,Aug,Cerah Berawan
13813,2012-08-03,3,1,8,17.0,0,5,1,2,0.84,0.803,0.53,0.2836,95,646,741,Aug,Cerah Berawan
13814,2012-08-03,3,1,8,18.0,0,5,1,2,0.82,0.803,0.59,0.2537,98,573,671,Aug,Cerah Berawan
13815,2012-08-03,3,1,8,19.0,0,5,1,2,0.8,0.7879,0.63,0.2239,81,388,469,Aug,Cerah Berawan
13816,2012-08-03,3,1,8,20.0,0,5,1,2,0.78,0.7576,0.66,0.2239,89,300,389,Aug,Cerah Berawan
13817,2012-08-03,3,1,8,21.0,0,5,1,2,0.76,0.7273,0.66,0.194,54,224,278,Aug,Cerah Berawan
13818,2012-08-03,3,1,8,22.0,0,5,1,1,0.76,0.7273,0.7,0.2537,46,156,202,Aug,Cerah
13819,2012-08-03,3,1,8,23.0,0,5,1,1,0.74,0.7121,0.79,0.1343,26,170,196,Aug,Cerah
13820,2012-08-04,3,1,8,0.0,0,6,0,1,0.74,0.7121,0.79,0.1642,24,137,161,Aug,Cerah
13821,2012-08-04,3,1,8,1.0,0,6,0,1,0.72,0.7121,0.84,0.194,23,99,122,Aug,Cerah
13822,2012-08-04,3,1,8,2.0,0,6,0,1,0.72,0.7121,0.84,0.1343,20,64,84,Aug,Cerah
13823,2012-08-04,3,1,8,3.0,0,6,0,1,0.72,0.7121,0.84,0.1343,11,19,30,Aug,Cerah
13824,2012-08-04,3,1,8,4.0,0,6,0,1,0.72,0.697,0.79,0.194,2,11,13,Aug,Cerah
13825,2012-08-04,3,1,8,5.0,0,6,0,1,0.7,0.6667,0.84,0.2239,1,16,17,Aug,Cerah
13826,2012-08-04,3,1,8,6.0,0,6,0,1,0.7,0.6667,0.84,0.2239,12,37,49,Aug,Cerah
13827,2012-08-04,3,1,8,7.0,0,6,0,1,0.72,0.697,0.77,0.1642,18,49,67,Aug,Cerah
13828,2012-08-04,3,1,8,8.0,0,6,0,1,0.74,0.7273,0.72,0.194,49,132,181,Aug,Cerah
13829,2012-08-04,3,1,8,9.0,0,6,0,1,0.78,0.7576,0.65,0.2239,61,217,278,Aug,Cerah
13830,2012-08-04,3,1,8,10.0,0,6,0,1,0.82,0.7727,0.57,0.194,108,288,396,Aug,Cerah
13831,2012-08-04,3,1,8,11.0,0,6,0,1,0.86,0.803,0.47,0.2537,155,315,470,Aug,Cerah
13832,2012-08-04,3,1,8,12.0,0,6,0,1,0.86,0.7879,0.4,0.3582,222,325,547,Aug,Cerah
13833,2012-08-04,3,1,8,13.0,0,6,0,1,0.88,0.8182,0.42,0.2985,195,332,527,Aug,Cerah
13834,2012-08-04,3,1,8,14.0,0,6,0,1,0.88,0.803,0.4,0.3881,183,289,472,Aug,Cerah
13835,2012-08-04,3,1,8,15.0,0,6,0,1,0.88,0.8182,0.42,0.4179,205,284,489,Aug,Cerah
13836,2012-08-04,3,1,8,16.0,0,6,0,1,0.9,0.8182,0.39,0.2985,197,253,450,Aug,Cerah
13837,2012-08-04,3,1,8,17.0,0,6,0,1,0.88,0.7879,0.37,0.2985,179,313,492,Aug,Cerah
13838,2012-08-04,3,1,8,18.0,0,6,0,1,0.86,0.7879,0.41,0.3284,169,321,490,Aug,Cerah
13839,2012-08-04,3,1,8,19.0,0,6,0,1,0.82,0.7727,0.52,0.3582,133,264,397,Aug,Cerah
13840,2012-08-04,3,1,8,20.0,0,6,0,1,0.82,0.7727,0.52,0.2985,117,195,312,Aug,Cerah
13841,2012-08-04,3,1,8,21.0,0,6,0,1,0.8,0.7727,0.59,0.2537,96,193,289,Aug,Cerah
13842,2012-08-04,3,1,8,22.0,0,6,0,1,0.76,0.7273,0.66,0.2836,104,165,269,Aug,Cerah
13843,2012-08-04,3,1,8,23.0,0,6,0,1,0.76,0.7273,0.66,0.2985,61,161,222,Aug,Cerah
13844,2012-08-05,3,1,8,0.0,0,0,0,1,0.74,0.697,0.7,0.2836,32,121,153,Aug,Cerah
13845,2012-08-05,3,1,8,1.0,0,0,0,1,0.74,0.697,0.7,0.2537,8,79,87,Aug,Cerah
13846,2012-08-05,3,1,8,2.0,0,0,0,1,0.74,0.697,0.7,0.2985,5,68,73,Aug,Cerah
13847,2012-08-05,3,1,8,3.0,0,0,0,1,0.72,0.697,0.74,0.2537,9,32,41,Aug,Cerah
13848,2012-08-05,3,1,8,4.0,0,0,0,1,0.72,0.697,0.74,0.2537,3,11,14,Aug,Cerah
